"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"20181215","광진구","0.043","0.003","0.8","0.004","48","28"
"20181215","구로구","0.049","0.003","0.6","0.006","59","35"
"20181215","궁동","0.053","0.007","0.8","0.004","49","37"
"20181215","금천구","0.058","0.004","0.9","0.005","50","38"
"20181215","남산","0.057","0.005","1.1","0.005","54","32"
"20181215","노원구","0.05","0.004","0.9","0.006","58","38"
"20181215","도봉구","0.04","0.005","1","0.005","62","47"
"20181215","도산대로","0.047","0.004","1.2","0.004","61","37"
"20181215","동대문구","0.051","0.004","0.9","0.008","57","50"
"20181215","동작구","0.058","0.004","0.9","0.004","54","30"
"20181215","동작대로","0.032","0.003","0.9","0.007","57","37"
"20181215","마포구","0.038","0.004","0.8","0.004","62","30"
"20181215","북한산","0.025","0.014","0.6","0.003","45","33"
"20181215","서대문구","0.042","0.005","1","0.009","55","40"
"20181215","서초구","0.042","0.004","0.6","0.004","49","29"
"20181215","성동구","0.043","0.004","0.6","0.006","54","32"
"20181215","성북구","0.053","0.004","1","0.004","60","34"
"20181215","세곡","0.044","0.006","2.2","0.006","54","31"
"20181215","송파구","0.051","0.004","0.8","0.004","54","35"
"20181215","시흥대로","0.071","0.003","1.2","0.005","57","36"
"20181215","신촌로","0.061","0.003","1.1","0.005","52","39"
"20181215","양천구","0.058","0.003","1","0.003","56","36"
"20181215","영등포구","0.03","0.007","0.9","0.005","60","45"
"20181215","영등포로","0.062","0.003","1","0.005","50","31"
"20181215","용산구","0.05","0.004","0.8","0.003","46","38"
"20181215","은평구","0.044","0.007","1.1","0.005","54","37"
"20181215","정릉로","0.062","0.002","0.8","0.005","63","47"
"20181215","종로","0.053","0.003","0.8","0.004","59","36"
"20181215","종로구","0.053","0.004","0.9","0.005","55","36"
"20181215","중구","0.051","0.004","0.8","0.004","57","41"
"20181215","중랑구","0.036","0.007","0.7","0.007","47","30"
"20181215","천호대로","0.057","0.003","0.9","0.005","50","29"
"20181215","청계천로","0.056","0.003","1","0.005","49","39"
"20181215","한강대로","0.077","0.005","1","0.005","64","44"
"20181215","행주","0.053","0.005","0.9","0.005","70","39"
"20181215","홍릉로","0.044","0.003","0.7","0.005","61","47"
"20181215","화랑로","0.033","0.005","0.9","0.004","54","37"
"20181214","강남구","0.027","0.01","0.5","0.005","29","14"
"20181214","강남대로","0.05","0.006","0.8","0.004","40","20"
"20181214","강동구","0.038","0.008","0.6","0.005","36","21"
"20181214","강변북로","0.047","0.008","0.4","0.005","36","18"
"20181214","강북구","0.022","0.02","0.5","0.003","29","17"
"20181214","강서구","0.03","0.014","0.5","0.005","34","16"
"20181214","공항대로","0.042","0.008","0.6","0.005","39","22"
"20181214","관악구","0.038","0.011","0.4","0.004","34","20"
"20181214","관악산","0.017","0.006","","0.005","31","16"
"20181214","광진구","0.035","0.007","0.6","0.004","31","13"
"20181214","구로구","0.03","0.013","0.3","0.005","30","11"
"20181214","궁동","0.035","0.01","0.6","0.005","37","28"
"20181214","금천구","0.036","0.01","0.5","0.004","32","21"
"20181214","남산","0.028","0.017","0.6","0.005","31","16"
"20181214","노원구","0.031","0.011","0.5","0.006","34","18"
"20181214","도봉구","0.023","0.014","0.9","0.004","28","18"
"20181214","도산대로","0.031","0.009","0.7","0.004","35","16"
"20181214","동대문구","0.028","0.014","0.6","0.007","28","19"
"20181214","동작구","0.038","0.009","0.5","0.003","34","16"
"20181214","동작대로","0.024","0.007","0.5","0.007","36","14"
"20181214","마포구","0.022","0.011","0.4","0.004","34","12"
"20181214","북한산","0.006","0.019","0.3","0.003","25","14"
"20181214","서대문구","0.025","0.013","0.8","0.008","32","19"
"20181214","서초구","0.031","0.014","0.2","0.004","27","10"
"20181214","성동구","0.029","0.009","0.3","0.005","32","16"
"20181214","성북구","0.034","0.012","0.5","0.004","33","15"
"20181214","세곡","0.036","0.007","1.7","0.005","38","19"
"20181214","송파구","0.04","0.008","0.6","0.004","36","18"
"20181214","시흥대로","0.043","0.009","0.6","0.004","32","20"
"20181214","신촌로","0.046","0.008","0.7","0.004","32","20"
"20181214","양천구","0.034","0.011","0.5","0.003","32","17"
"20181214","영등포구","0.023","0.014","0.5","0.005","36","17"
"20181214","영등포로","0.044","0.008","0.7","0.004","28","13"
"20181214","용산구","0.035","0.009","0.5","0.003","25","16"
"20181214","은평구","0.025","0.016","0.8","0.005","29","19"
"20181214","정릉로","0.053","0.006","0.5","0.005","37","21"
"20181214","종로","0.028","0.016","0.4","0.004","32","16"
"20181214","종로구","0.028","0.014","0.5","0.003","31","17"
"20181214","중구","0.027","0.017","0.4","0.003","30","19"
"20181214","중랑구","0.029","0.01","0.6","0.006","30","16"
"20181214","천호대로","0.049","0.006","0.7","0.004","36","19"
"20181214","청계천로","0.033","0.012","0.6","0.004","26","17"
"20181214","한강대로","0.047","0.014","0.6","0.004","36","20"
"20181214","행주","0.022","0.018","0.6","0.004","37","18"
"20181214","홍릉로","0.032","0.007","0.5","0.005","38","23"
"20181214","화랑로","0.028","0.007","0.5","0.004","31","19"
"20181213","강남구","0.028","0.012","0.6","0.005","36","21"
"20181213","강남대로","0.045","0.008","0.7","0.004","47","30"
"20181213","강동구","0.038","0.011","0.6","0.005","42","26"
"20181213","강변북로","0.046","0.01","0.5","0.005","43","27"
"20181213","강북구","0.03","0.017","0.6","0.003","43","26"
"20181213","강서구","0.034","0.015","0.6","0.005","44","23"
"20181213","공항대로","0.04","0.011","0.7","0.006","48","30"
"20181213","관악구","0.037","0.014","0.5","0.005","44","32"
"20181213","관악산","0.015","0.016","","0.005","31","19"
"20181213","광진구","0.034","0.009","0.6","0.004","37","20"
"20181213","구로구","0.031","0.014","0.4","0.006","39","22"
"20181213","궁동","","","","","",""
"20181213","금천구","0.035","0.014","0.6","0.004","41","30"
"20181213","남산","0.036","0.016","1","0.005","38","21"
"20181213","노원구","0.034","0.012","0.6","0.006","38","23"
"20181213","도봉구","0.024","0.018","0.9","0.004","35","24"
"20181213","도산대로","0.033","0.011","0.8","0.004","44","26"
"20181213","동대문구","0.033","0.014","0.7","0.008","40","30"
"20181213","동작구","0.035","0.015","0.5","0.004","44","24"
"20181213","동작대로","0.023","0.01","0.6","0.006","46","27"
"20181213","마포구","0.023","0.014","0.5","0.004","45","24"
"20181213","북한산","0.011","0.014","0.5","0.003","36","24"
"20181213","서대문구","0.029","0.014","0.7","0.007","41","27"
"20181213","서초구","0.028","0.018","0.3","0.004","37","20"
"20181213","성동구","0.031","0.011","0.4","0.006","38","21"
"20181213","성북구","0.034","0.016","0.6","0.004","39","20"
"20181213","세곡","0.03","0.011","1.4","0.005","37","20"
"20181213","송파구","0.041","0.009","0.6","0.004","43","28"
"20181213","시흥대로","0.045","0.01","0.7","0.005","38","25"
"20181213","신촌로","0.048","0.01","0.7","0.005","36","26"
"20181213","양천구","0.038","0.011","0.6","0.003","41","25"
"20181213","영등포구","0.024","0.027","0.5","0.005","45","22"
"20181213","영등포로","0.044","0.01","0.9","0.005","36","24"
"20181213","용산구","0.035","0.013","0.5","0.004","34","26"
"20181213","은평구","0.027","0.02","0.8","0.006","44","30"
"20181213","정릉로","0.051","0.009","0.5","0.005","46","30"
"20181213","종로","0.038","0.014","0.6","0.004","41","25"
"20181213","종로구","0.034","0.015","0.7","0.004","40","24"
"20181213","중구","0.032","0.018","0.6","0.004","41","28"
"20181213","중랑구","0.028","0.013","0.6","0.006","36","23"
"20181213","천호대로","0.05","0.007","0.6","0.005","40","23"
"20181213","청계천로","0.039","0.013","0.7","0.005","33","24"
"20181213","한강대로","0.052","0.016","0.7","0.005","46","29"
"20181213","행주","0.035","0.015","0.7","0.004","50","24"
"20181213","홍릉로","0.037","0.009","0.5","0.005","43","31"
"20181213","화랑로","0.03","0.01","0.6","0.004","40","26"
"20181212","강남구","0.028","0.014","0.6","0.006","45","22"
"20181212","강남대로","0.045","0.01","0.7","0.005","53","25"
"20181212","강동구","0.032","0.015","0.6","0.006","46","24"
"20181212","강변북로","0.05","0.008","0.5","0.005","55","26"
"20181212","강북구","0.016","0.029","0.5","0.004","41","21"
"20181212","강서구","0.026","0.021","0.5","0.005","42","19"
"20181212","공항대로","0.043","0.014","0.6","0.006","55","24"
"20181212","관악구","0.031","0.018","0.4","0.005","45","22"
"20181212","관악산","0.014","0.009","","0.006","54","26"
"20181212","광진구","0.03","0.011","0.6","0.004","47","21"
"20181212","구로구","0.025","0.02","0.3","0.005","39","15"
"20181212","궁동","","","","","",""
"20181212","금천구","0.03","0.018","0.5","0.005","39","25"
"20181212","남산","0.03","0.02","1.1","0.005","49","23"
"20181212","노원구","0.021","0.02","0.5","0.006","46","23"
"20181212","도봉구","0.014","0.027","0.9","0.004","38","21"
"20181212","도산대로","0.03","0.013","0.7","0.004","51","25"
"20181212","동대문구","0.026","0.017","0.7","0.008","45","30"
"20181212","동작구","0.031","0.017","0.5","0.004","48","21"
"20181212","동작대로","0.024","0.01","0.6","0.007","54","22"
"20181212","마포구","0.021","0.015","0.5","0.004","51","20"
"20181212","북한산","0.005","0.02","0.4","0.003","40","22"
"20181212","서대문구","0.025","0.015","0.6","0.007","51","27"
"20181212","서초구","0.028","0.019","0.3","0.004","43","16"
"20181212","성동구","0.029","0.011","0.4","0.005","52","23"
"20181212","성북구","0.028","0.019","0.5","0.004","44","18"
"20181212","세곡","0.036","0.011","1.4","0.005","54","23"
"20181212","송파구","0.037","0.012","0.6","0.004","52","27"
"20181212","시흥대로","0.038","0.014","0.6","0.005","37","23"
"20181212","신촌로","0.051","0.009","0.8","0.005","42","24"
"20181212","양천구","0.03","0.017","0.5","0.003","40","20"
"20181212","영등포구","0.023","0.025","0.5","0.005","47","17"
"20181212","영등포로","0.045","0.011","0.8","0.005","38","19"
"20181212","용산구","0.035","0.013","0.6","0.004","40","25"
"20181212","은평구","0.025","0.02","0.9","0.006","51","31"
"20181212","정릉로","0.05","0.01","0.5","0.005","50","27"
"20181212","종로","0.027","0.019","0.5","0.004","50","25"
"20181212","종로구","0.027","0.017","0.6","0.004","47","23"
"20181212","중구","0.029","0.018","0.6","0.004","48","28"
"20181212","중랑구","0.025","0.016","0.6","0.007","41","21"
"20181212","천호대로","0.044","0.01","0.7","0.005","48","23"
"20181212","청계천로","0.032","0.015","0.7","0.005","39","25"
"20181212","한강대로","0.046","0.018","0.7","0.005","50","28"
"20181212","행주","0.018","0.025","0.5","0.004","45","18"
"20181212","홍릉로","0.03","0.012","0.6","0.006","51","29"
"20181212","화랑로","0.028","0.013","0.5","0.005","48","24"
"20181211","강남구","0.041","0.003","0.7","0.005","33","18"
"20181211","강남대로","0.066","0.003","1","0.005","47","26"
"20181211","강동구","0.044","0.003","0.6","0.005","43","23"
"20181211","강변북로","0.051","0.005","0.6","0.005","39","23"
"20181211","강북구","0.04","0.005","0.7","0.003","35","22"
"20181211","강서구","0.05","0.003","0.8","0.006","48","23"
"20181211","공항대로","0.057","0.002","0.9","0.007","69","35"
"20181211","관악구","0.059","0.004","0.7","0.005","44","28"
"20181211","관악산","0.01","0.006","","0.006","22","10"
"20181211","광진구","0.039","0.004","0.4","0.004","28","12"
"20181211","구로구","0.046","0.002","0.5","0.005","45","21"
"20181211","궁동","","","","","",""
"20181211","금천구","0.051","0.004","0.7","0.004","33","23"
"20181211","남산","0.054","0.005","1.2","0.005","34","18"
"20181211","노원구","0.048","0.004","0.8","0.007","43","26"
"20181211","도봉구","0.037","0.005","1","0.005","45","30"
"20181211","도산대로","0.044","0.004","1","0.004","47","23"
"20181211","동대문구","0.048","0.004","0.9","0.008","40","33"
"20181211","동작구","0.057","0.003","0.8","0.004","39","19"
"20181211","동작대로","0.032","0.003","0.9","0.007","49","22"
"20181211","마포구","0.037","0.003","0.7","0.004","52","24"
"20181211","북한산","0.01","0.011","0.4","0.003","26","16"
"20181211","서대문구","0.04","0.005","0.9","0.009","34","22"
"20181211","서초구","0.042","0.003","0.5","0.004","38","16"
"20181211","성동구","0.041","0.003","0.5","0.006","39","19"
"20181211","성북구","0.051","0.003","0.8","0.005","45","22"
"20181211","세곡","0.043","0.006","2","0.007","44","19"
"20181211","송파구","0.046","0.004","0.6","0.003","42","22"
"20181211","시흥대로","0.071","0.002","1.1","0.005","41","22"
"20181211","신촌로","0.06","0.003","0.9","0.005","37","25"
"20181211","양천구","0.055","0.002","0.9","0.003","40","23"
"20181211","영등포구","0.028","0.02","0.9","0.005","45","19"
"20181211","영등포로","0.062","0.003","1.1","0.005","38","21"
"20181211","용산구","0.048","0.003","0.7","0.003","30","23"
"20181211","은평구","0.042","0.008","0.9","0.005","38","21"
"20181211","정릉로","0.064","0.002","0.7","0.006","52","34"
"20181211","종로","0.054","0.003","0.8","0.005","44","25"
"20181211","종로구","0.052","0.004","0.9","0.004","41","25"
"20181211","중구","0.046","0.004","0.8","0.004","40","27"
"20181211","중랑구","0.033","0.006","0.5","0.006","29","17"
"20181211","천호대로","0.054","0.003","0.8","0.005","40","17"
"20181211","청계천로","0.054","0.003","1","0.006","35","26"
"20181211","한강대로","0.076","0.004","0.9","0.006","47","29"
"20181211","행주","0.047","0.006","0.8","0.004","51","22"
"20181211","홍릉로","0.042","0.003","0.7","0.005","45","30"
"20181211","화랑로","0.034","0.005","0.7","0.005","44","26"
"20181210","강남구","0.038","0.006","0.6","0.005","29","14"
"20181210","강남대로","0.063","0.004","1","0.006","51","24"
"20181210","강동구","0.042","0.006","0.7","0.005","43","20"
"20181210","강변북로","0.052","0.005","0.5","0.005","34","17"
"20181210","강북구","0.033","0.013","0.7","0.003","35","21"
"20181210","강서구","0.042","0.009","0.7","0.005","33","15"
"20181210","공항대로","0.055","0.004","0.8","0.006","58","23"
"20181210","관악구","0.053","0.007","0.6","0.004","38","23"
"20181210","관악산","0.007","0.005","","0.006","21","12"
"20181210","광진구","0.038","0.006","1.3","0.003","30","11"
"20181210","구로구","0.038","0.009","0.4","0.005","29","10"
"20181210","궁동","","","","","",""
"20181210","금천구","0.049","0.006","0.7","0.004","29","19"
"20181210","남산","0.05","0.008","1.2","0.005","30","15"
"20181210","노원구","0.042","0.007","0.7","0.006","37","20"
"20181210","도봉구","0.034","0.01","1","0.003","37","23"
"20181210","도산대로","0.042","0.006","0.9","0.004","40","18"
"20181210","동대문구","0.044","0.007","0.8","0.007","31","23"
"20181210","동작구","0.053","0.006","0.7","0.003","34","16"
"20181210","동작대로","0.031","0.004","0.9","0.007","44","20"
"20181210","마포구","0.034","0.005","0.6","0.004","42","17"
"20181210","북한산","0.007","0.017","0.4","0.003","23","13"
"20181210","서대문구","0.036","0.008","0.9","0.009","31","19"
"20181210","서초구","0.041","0.006","0.5","0.004","30","11"
"20181210","성동구","0.038","0.006","0.4","0.005","34","16"
"20181210","성북구","0.047","0.007","0.7","0.004","38","17"
"20181210","세곡","0.038","0.007","1.8","0.006","43","19"
"20181210","송파구","0.048","0.006","0.7","0.003","42","21"
"20181210","시흥대로","0.063","0.005","0.9","0.005","32","18"
"20181210","신촌로","0.055","0.004","0.8","0.004","31","19"
"20181210","양천구","0.047","0.008","0.7","0.002","31","15"
"20181210","영등포구","0.028","0.009","0.7","0.005","36","15"
"20181210","영등포로","0.051","0.006","0.9","0.004","29","14"
"20181210","용산구","0.046","0.005","0.6","0.003","25","17"
"20181210","은평구","0.035","0.012","0.8","0.005","31","19"
"20181210","정릉로","0.065","0.005","0.6","0.005","41","23"
"20181210","종로","0.052","0.005","0.7","0.004","35","18"
"20181210","종로구","0.046","0.007","0.8","0.003","31","17"
"20181210","중구","0.042","0.007","0.7","0.003","34","21"
"20181210","중랑구","0.03","0.01","0.6","0.006","27","14"
"20181210","천호대로","0.057","0.004","0.9","0.005","46","17"
"20181210","청계천로","0.051","0.005","1","0.005","28","20"
"20181210","한강대로","0.072","0.006","0.8","0.005","41","22"
"20181210","행주","0.043","0.01","0.7","0.004","47","21"
"20181210","홍릉로","0.039","0.005","0.6","0.004","38","22"
"20181210","화랑로","0.032","0.007","0.6","0.005","37","20"
"20181209","강남구","0.019","0.017","0.5","0.005","19","9"
"20181209","강남대로","0.03","0.015","0.5","0.004","28","12"
"20181209","강동구","0.021","0.016","0.5","0.005","25","13"
"20181209","강변북로","0.028","0.017","0.3","0.005","23","10"
"20181209","강북구","0.016","0.022","0.5","0.003","25","12"
"20181209","강서구","0.019","0.022","0.4","0.005","23","10"
"20181209","공항대로","0.028","0.015","0.5","0.005","34","13"
"20181209","관악구","0.025","0.02","0.3","0.005","24","14"
"20181209","관악산","0.001","0.007","","0.007","21","11"
"20181209","광진구","0.019","0.016","1.1","0.004","20","4"
"20181209","구로구","0.021","0.019","0.3","0.006","20","4"
"20181209","궁동","","","","","",""
"20181209","금천구","0.026","0.019","0.4","0.004","22","14"
"20181209","남산","0.018","0.026","0.9","0.005","21","9"
"20181209","노원구","0.019","0.018","0.5","0.006","27","13"
"20181209","도봉구","0.015","0.022","0.7","0.004","20","11"
"20181209","도산대로","0.024","0.015","0.6","0.004","25","9"
"20181209","동대문구","0.018","0.021","0.6","0.007","21","13"
"20181209","동작구","0.021","0.022","0.4","0.004","23","10"
"20181209","동작대로","0.018","0.015","0.4","0.007","23","6"
"20181209","마포구","0.014","0.02","0.4","0.004","25","7"
"20181209","북한산","0.003","0.02","0.3","0.003","20","10"
"20181209","서대문구","0.015","0.022","0.7","0.007","20","11"
"20181209","서초구","0.02","0.022","0.2","0.004","17","3"
"20181209","성동구","0.017","0.018","0.3","0.005","23","10"
"20181209","성북구","0.022","0.021","0.4","0.004","25","9"
"20181209","세곡","0.019","0.018","1.3","0.005","27","11"
"20181209","송파구","0.024","0.017","0.5","0.003","27","11"
"20181209","시흥대로","0.032","0.016","0.6","0.004","22","13"
"20181209","신촌로","0.034","0.015","0.6","0.004","22","12"
"20181209","양천구","0.023","0.018","0.5","0.003","23","11"
"20181209","영등포구","0.017","0.008","0.6","0.005","24","8"
"20181209","영등포로","0.032","0.017","0.5","0.005","20","9"
"20181209","용산구","0.021","0.018","0.4","0.003","14","8"
"20181209","은평구","0.016","0.026","0.6","0.005","21","11"
"20181209","정릉로","0.042","0.014","0.4","0.005","24","13"
"20181209","종로","0.018","0.024","0.3","0.003","20","9"
"20181209","종로구","0.018","0.022","0.4","0.003","21","10"
"20181209","중구","0.014","0.027","0.4","0.003","21","12"
"20181209","중랑구","0.019","0.018","0.5","0.007","20","10"
"20181209","천호대로","0.033","0.014","0.5","0.004","27","10"
"20181209","청계천로","0.021","0.02","0.4","0.004","18","11"
"20181209","한강대로","0.03","0.025","0.5","0.004","21","11"
"20181209","행주","0.015","0.023","0.5","0.004","30","11"
"20181209","홍릉로","0.022","0.017","0.4","0.004","27","15"
"20181209","화랑로","0.02","0.016","0.4","0.005","23","12"
"20181208","강남구","0.014","0.019","0.4","0.005","20","7"
"20181208","강남대로","0.031","0.014","0.5","0.004","44",""
"20181208","강동구","0.014","0.021","0.4","0.005","25","10"
"20181208","강변북로","0.024","0.017","0.2","0.005","25","8"
"20181208","강북구","0.006","0.029","0.3","0.003","23","9"
"20181208","강서구","0.014","0.024","0.3","0.005","23","8"
"20181208","공항대로","0.028","0.017","0.4","0.005","42","11"
"20181208","관악구","0.02","0.021","0.3","0.004","23","12"
"20181208","관악산","0","0.015","","0.007","24","9"
"20181208","광진구","0.014","0.019","0.9","0.003","19","2"
"20181208","구로구","0.014","0.022","0.2","0.005","20","3"
"20181208","궁동","","","","","",""
"20181208","금천구","0.017","0.023","0.4","0.004","23","12"
"20181208","남산","0.013","0.027","0.7","0.004","24","9"
"20181208","노원구","0.011","0.021","0.3","0.005","26","11"
"20181208","도봉구","0.006","0.029","0.6","0.003","18","7"
"20181208","도산대로","0.022","0.015","0.5","0.004","31","8"
"20181208","동대문구","0.013","0.024","0.5","0.007","21","10"
"20181208","동작구","0.015","0.024","0.3","0.003","26","9"
"20181208","동작대로","0.016","0.015","0.4","0.007","27","6"
"20181208","마포구","0.013","0.02","0.3","0.004","27","5"
"20181208","북한산","0.003","0.02","0.3","0.003","22","8"
"20181208","서대문구","0.011","0.022","0.5","0.006","25","10"
"20181208","서초구","0.016","0.023","0.2","0.004","19","2"
"20181208","성동구","0.013","0.019","0.2","0.004","27","8"
"20181208","성북구","0.014","0.025","0.3","0.004","26","9"
"20181208","세곡","0.015","0.02","1.2","0.004","23","6"
"20181208","송파구","0.021","0.018","0.4","0.003","27","8"
"20181208","시흥대로","0.024","0.018","0.5","0.004","23","12"
"20181208","신촌로","0.03","0.014","0.5","0.004","24","12"
"20181208","양천구","0.019","0.019","0.4","0.002","24","10"
"20181208","영등포구","0.017","0.008","0.5","0.005","26","7"
"20181208","영등포로","0.029","0.016","0.5","0.004","22","9"
"20181208","용산구","0.018","0.02","0.4","0.003","17","8"
"20181208","은평구","0.012","0.025","0.6","0.005","25","10"
"20181208","정릉로","0.032","0.018","0.3","0.004","25","11"
"20181208","종로","0.012","0.027","0.3","0.003","22","8"
"20181208","종로구","0.012","0.024","0.4","0.003","23","9"
"20181208","중구","0.009","0.029","0.3","0.003","24","10"
"20181208","중랑구","0.013","0.022","0.4","0.006","19","8"
"20181208","천호대로","0.03","0.015","0.5","0.004","25","8"
"20181208","청계천로","0.015","0.022","0.4","0.003","20","10"
"20181208","한강대로","0.03","0.024","0.4","0.004","25","10"
"20181208","행주","0.008","0.026","0.4","0.004","31","8"
"20181208","홍릉로","0.017","0.019","0.3","0.004","24","13"
"20181208","화랑로","0.016","0.019","0.3","0.004","20","9"
"20181207","강남구","0.013","0.022","0.3","0.005","18","6"
"20181207","강남대로","0.029","0.017","0.5","0.004","29","9"
"20181207","강동구","0.013","0.024","0.3","0.005","22","9"
"20181207","강변북로","0.024","0.019","0.2","0.004","25","9"
"20181207","강북구","0.005","0.033","0.3","0.002","21","8"
"20181207","강서구","0.011","0.027","0.3","0.004","20","8"
"20181207","공항대로","0.025","0.02","0.4","0.004","43","9"
"20181207","관악구","0.015","0.025","0.2","0.004","21","10"
"20181207","관악산","0.003","0.016","","0.007","22","8"
"20181207","광진구","0.012","0.021","1","0.004","19","3"
"20181207","구로구","0.012","0.025","0.2","0.004","18","3"
"20181207","궁동","","","","","",""
"20181207","금천구","0.016","0.025","0.3","0.004","23","11"
"20181207","남산","0.013","0.027","0.6","0.004","24","9"
"20181207","노원구","0.01","0.024","0.3","0.005","24","10"
"20181207","도봉구","0.005","0.031","0.5","0.003","16","7"
"20181207","도산대로","0.019","0.017","0.4","0.003","29","7"
"20181207","동대문구","0.01","0.026","0.4","0.007","18","9"
"20181207","동작구","0.013","0.026","0.3","0.003","24","9"
"20181207","동작대로","0.015","0.018","0.3","0.006","26","5"
"20181207","마포구","0.011","0.024","0.3","0.003","25","4"
"20181207","북한산","0.003","0.021","0.2","0.002","19","8"
"20181207","서대문구","0.01","0.023","0.4","0.005","25","9"
"20181207","서초구","0.013","0.027","0.1","0.003","18","3"
"20181207","성동구","0.011","0.022","0.2","0.004","27","8"
"20181207","성북구","0.01","0.028","0.2","0.003","26","8"
"20181207","세곡","0.014","0.023","0.9","0.004","16","7"
"20181207","송파구","0.019","0.02","0.3","0.003","27","10"
"20181207","시흥대로","0.02","0.021","0.4","0.003","20","10"
"20181207","신촌로","0.032","0.016","0.5","0.003","22","11"
"20181207","양천구","0.017","0.022","0.3","0.002","21","9"
"20181207","영등포구","0.015","0.009","0.5","0.005","24","6"
"20181207","영등포로","0.024","0.019","0.4","0.003","19","8"
"20181207","용산구","0.016","0.022","0.3","0.003","17","8"
"20181207","은평구","0.012","0.027","0.5","0.005","25","10"
"20181207","정릉로","0.034","0.019","0.3","0.004","25","11"
"20181207","종로","0.011","0.028","0.3","0.003","22","8"
"20181207","종로구","0.012","0.025","0.4","0.003","23","9"
"20181207","중구","0.01","0.03","0.3","0.003","22","10"
"20181207","중랑구","0.011","0.025","0.4","0.006","16","7"
"20181207","천호대로","0.027","0.018","0.4","0.003","24","8"
"20181207","청계천로","0.015","0.023","0.4","0.003","19","9"
"20181207","한강대로","0.027","0.027","0.4","0.003","25","9"
"20181207","행주","0.007","0.028","0.4","0.003","31","9"
"20181207","홍릉로","0.018","0.019","0.3","0.004","26","13"
"20181207","화랑로","0.016","0.02","0.3","0.004","16","7"
"20181206","강남구","0.03","0.008","0.5","0.005","32","14"
"20181206","강남대로","0.043","0.006","0.7","0.004","43","21"
"20181206","강동구","0.032","0.008","0.5","0.01","34","16"
"20181206","강변북로","0.046","0.006","0.4","0.005","47","20"
"20181206","강북구","0.02","0.019","0.4","0.003","35","18"
"20181206","강서구","0.026","0.013","0.5","0.005","38","17"
"20181206","공항대로","0.04","0.009","0.5","0.006","56","21"
"20181206","관악구","0.031","0.013","0.4","0.004","37","19"
"20181206","관악산","0.012","0.009","","0.008","27","14"
"20181206","광진구","0.029","0.007","0.9","0.004","34","10"
"20181206","구로구","0.026","0.013","0.3","0.005","36","11"
"20181206","궁동","","","","","",""
"20181206","금천구","0.033","0.011","0.5","0.004","37","21"
"20181206","남산","0.035","0.011","0.8","0.004","38","16"
"20181206","노원구","0.021","0.014","0.4","0.005","36","18"
"20181206","도봉구","0.016","0.018","0.6","0.004","34","18"
"20181206","도산대로","0.035","0.007","0.6","0.003","48","18"
"20181206","동대문구","0.028","0.011","0.6","0.007","32","19"
"20181206","동작구","0.032","0.012","0.4","0.003","36","14"
"20181206","동작대로","0.022","0.007","0.5","0.006","45","15"
"20181206","마포구","0.023","0.012","0.4","0.003","45","13"
"20181206","북한산","0.007","0.015","0.4","0.002","30","15"
"20181206","서대문구","0.025","0.01","0.6","0.006","41","21"
"20181206","서초구","0.03","0.011","0.3","0.003","34","11"
"20181206","성동구","0.028","0.007","0.3","0.005","36","15"
"20181206","성북구","0.027","0.013","0.4","0.003","36","15"
"20181206","세곡","0.032","0.008","0.9","0.005","39","15"
"20181206","송파구","0.037","0.007","0.5","0.003","43","19"
"20181206","시흥대로","0.039","0.009","0.6","0.004","35","17"
"20181206","신촌로","0.046","0.006","0.7","0.004","35","19"
"20181206","양천구","0.029","0.012","0.5","0.003","35","16"
"20181206","영등포구","0.021","0.006","0.5","0.005","40","14"
"20181206","영등포로","0.037","0.008","0.6","0.004","33","15"
"20181206","용산구","0.035","0.007","0.5","0.003","29","17"
"20181206","은평구","0.024","0.015","0.6","0.005","40","20"
"20181206","정릉로","0.045","0.008","0.4","0.004","42","21"
"20181206","종로","0.033","0.009","0.5","0.004","35","17"
"20181206","종로구","0.032","0.01","0.6","0.004","34","16"
"20181206","중구","0.029","0.01","0.5","0.003","35","18"
"20181206","중랑구","0.025","0.009","0.5","0.007","31","16"
"20181206","천호대로","0.043","0.006","0.6","0.004","37","14"
"20181206","청계천로","0.034","0.007","0.7","0.004","30","17"
"20181206","한강대로","0.049","0.01","0.7","0.005","44","21"
"20181206","행주","0.019","0.018","0.5","0.004","46","17"
"20181206","홍릉로","0.028","0.008","0.5","0.004","39","22"
"20181206","화랑로","0.024","0.009","0.4","0.004","35","17"
"20181205","강남구","0.026","0.01","0.4","0.005","25","10"
"20181205","강남대로","0.038","0.009","0.6","0.004","32","14"
"20181205","강동구","0.027","0.011","0.4","0.005","30","12"
"20181205","강변북로","0.032","0.011","0.3","0.004","29","11"
"20181205","강북구","0.017","0.021","0.4","0.003","26","11"
"20181205","강서구","0.024","0.014","0.4","0.005","27","10"
"20181205","공항대로","0.036","0.01","0.5","0.005","48","14"
"20181205","관악구","0.031","0.012","0.3","0.004","28","14"
"20181205","관악산","0.008","0.008","","0.008","25","10"
"20181205","광진구","0.023","0.01","0.8","0.004","25","6"
"20181205","구로구","0.025","0.012","0.3","0.005","27","6"
"20181205","궁동","","","","","",""
"20181205","금천구","0.029","0.013","0.4","0.004","28","13"
